,Airport,Degree,Strength,Cluster_Coefficient,Average Length,Max Length,EigenVector Centrality,Betweenness,PageRank
1150,HOF,1,1.0,,5.58812651,12.0,0.00379581,0.0,6.342e-05
1151,HOG,9,9.0,0.72222222,5.24215147,12.0,0.08939103,3618.38168351,0.00024743
1152,HOI,4,4.0,0.5,6.07041971,13.0,0.00046302,1.5,0.00027143
1153,HOK,2,2.0,0.0,7.73733472,13.0,4.72e-06,1807.5,0.00019917
1154,HOM,3,3.0,0.0,5.73071245,13.0,0.00138926,10842.5,0.0002634
1155,HON,1,1.0,,6.63044818,14.0,0.00012244,0.0,0.00010768
1156,HOQ,2,2.0,1.0,5.35152969,12.0,0.01764937,0.0,0.0001031
1157,HOR,5,5.0,0.5,6.08270252,13.0,0.00587715,5418.66666667,0.00025919
1158,HOT,2,2.0,0.0,5.59866033,13.0,0.00884793,2490.32368516,0.00012441
1159,HOU,144,144.0,0.16336441,4.58327766,12.0,0.47998803,114160.95971691,0.00333265
1160,HOV,3,3.0,1.0,6.25549467,13.0,0.00534016,0.0,0.0001345
1161,HPA,2,2.0,1.0,6.56245013,13.0,0.00010938,0.0,0.00015286
1162,HPB,3,3.0,1.0,6.7270587,14.0,2.68e-05,0.0,0.00023398
1163,HPH,1,1.0,,6.27594937,12.0,0.00098065,0.0,7.373e-05
1164,HPN,15,15.0,0.73333333,5.51257916,13.0,0.09489427,2031.76342289,0.00034432
1165,HRB,21,21.0,0.64285714,5.37398023,12.0,0.02946021,118.74920891,0.00044927
1166,HRE,19,19.0,0.25146199,5.09370756,12.0,0.05962543,10527.42315613,0.0006532
1167,HRG,20,20.0,0.65263158,5.25844005,12.0,0.1590914,50.63373617,0.0004013
1168,HRK,3,3.0,1.0,5.46212993,12.0,0.02662523,0.0,0.00010114
1169,HRL,5,5.0,1.0,5.53370975,13.0,0.03044777,0.0,0.00014131
1170,HRO,2,2.0,0.0,6.57674547,14.0,0.00027972,1.0,0.0001468
1171,HSG,3,3.0,0.66666667,5.32128479,12.0,0.0133118,0.04255319,0.0001137
1172,HSL,5,5.0,0.5,6.76781733,14.0,0.00016213,106.59727964,0.00030233
1173,HSN,4,4.0,0.5,6.40496111,12.0,0.00196927,1.41813163,0.0001168
1174,HSV,10,10.0,0.91111111,5.50883785,13.0,0.07305069,15.64917318,0.00023119
1175,HSZ,2,2.0,1.0,6.2365303,12.0,0.00066806,0.0,0.00010815
1176,HTA,2,2.0,1.0,5.40816803,12.0,0.01062267,0.0,9.657e-05
1177,HTI,6,6.0,0.53333333,5.86460441,11.0,0.00359651,3035.03492747,0.00029297
1178,HTN,1,1.0,,6.72669875,13.0,0.00062261,0.0,6.937e-05
1179,HTR,1,1.0,,6.3255918,13.0,0.00028225,0.0,7.496e-05
1180,HTS,3,3.0,1.0,5.52312585,13.0,0.02487065,0.0,0.0001
1181,HUE,2,2.0,0.0,7.27892808,14.0,3.224e-05,2.83333333,0.0001604
1182,HUH,4,4.0,1.0,6.07032903,13.0,0.00046406,0.0,0.0002445
1183,HUI,2,2.0,1.0,6.28243356,12.0,0.00182516,0.0,0.00010359
1184,HUN,3,3.0,1.0,5.49848102,12.0,0.00268633,0.0,0.00013445
1185,HUQ,2,2.0,1.0,6.38761758,13.0,0.00452017,0.0,8.706e-05
1186,HUS,2,2.0,1.0,6.74738265,14.0,0.0001315,0.0,0.00014408
1187,HUU,1,1.0,,5.96367827,13.0,0.00210716,0.0,7.255e-05
1188,HUV,1,1.0,,5.68599568,13.0,0.00765049,0.0,6.628e-05
1189,HUX,3,3.0,1.0,5.81495678,13.0,0.00484182,0.0,0.00013124
1190,HUY,3,3.0,0.66666667,5.21405461,12.0,0.03248567,54.0344642,0.00010303
1191,HVA,2,2.0,1.0,7.1909711,14.0,2.499e-05,0.0,0.00013549
1192,HVB,3,3.0,0.66666667,6.1765612,11.0,0.0009708,0.33333333,0.00016836
1193,HVD,1,1.0,,6.44223009,13.0,0.00049854,0.0,8.893e-05
1194,HVG,3,3.0,1.0,8.26641314,15.0,2.19e-06,0.0,0.00018058
1195,HVN,2,2.0,1.0,5.49616258,13.0,0.01710845,0.0,7.724e-05
1196,HVR,1,1.0,,7.6599546,15.0,7.52e-06,0.0,0.00011661
1197,HWN,2,2.0,0.0,6.65730838,13.0,0.00013999,2.59285714,0.00013725
1198,HYA,4,4.0,0.83333333,5.58237856,13.0,0.02269244,70.50577764,0.00013425
1199,HYD,12,12.0,0.45454545,5.77505657,11.0,0.0171667,1025.83677792,0.00036842
1200,HYF,2,2.0,0.0,7.72625557,12.0,2.75e-06,7222.5,0.00019994
1201,HYL,1,1.0,,6.71445309,14.0,0.00010558,0.0,0.00011129
1202,HYN,4,4.0,0.83333333,5.61897769,12.0,0.00799977,0.56584787,0.00011945
1203,HYS,4,4.0,0.5,5.81807466,13.0,0.01095041,89.01573509,0.00016754
1204,HZG,1,1.0,,6.28023936,13.0,0.00074368,0.0,6.18e-05
1205,IAM,3,3.0,0.66666667,6.23128751,13.0,0.00385816,0.33333333,0.00012425
1206,IAN,3,3.0,1.0,6.72706854,14.0,2.627e-05,0.0,0.00020475
1207,IAS,2,2.0,1.0,6.37098143,13.0,0.00576873,0.0,0.00010682
1208,IBE,6,6.0,0.66666667,5.95855667,13.0,0.00315847,9.98333333,0.00027687
1209,IBI,4,4.0,0.5,7.72587038,12.0,2.9e-06,1806.83333333,0.00029296
1210,IBZ,11,11.0,0.87272727,5.2217569,12.0,0.09304455,2.98376531,0.00022768
1211,ICI,1,1.0,,6.9808749,13.0,1.184e-05,0.0,0.00011041
1212,ICT,11,11.0,1.0,5.51298328,13.0,0.07908734,0.0,0.0002607
1213,IDA,2,2.0,1.0,6.04090308,13.0,0.00539227,0.0,8.712e-05
1214,IDN,2,2.0,0.0,7.72458762,12.0,2.95e-06,21666.0,0.00020143
1215,IDR,3,3.0,1.0,5.72743715,12.0,0.0080408,0.0,0.00012466
1216,IEV,59,59.0,0.34307423,5.38712021,12.0,0.3219659,14773.95408771,0.00131781
1217,IFJ,2,2.0,1.0,6.11792363,13.0,0.00243673,0.0,0.00012784
1218,IFN,9,9.0,0.5,6.09445181,12.0,0.00955327,569.63805651,0.00029412
1219,IFO,1,1.0,,6.38709915,13.0,0.00571868,0.0,6.044e-05
1220,IFP,2,2.0,1.0,5.7461311,13.0,0.00645618,0.0,0.00010819
1221,IGA,3,3.0,0.66666667,5.74069255,13.0,0.00725239,35.30404642,0.00013536
1222,IGG,1,1.0,,7.73001321,15.0,4.5e-07,0.0,0.00014172
1223,IGM,1,1.0,,6.74606232,14.0,0.00011267,0.0,0.0001063
1224,IGR,1,1.0,,5.59012151,13.0,0.00321543,0.0,7.49e-05
1225,IGU,3,3.0,1.0,5.77201712,13.0,0.00491279,0.0,0.00014156
1226,IHU,2,2.0,0.0,7.72647581,12.0,2.69e-06,1205.18928571,0.00018798
1227,IIS,2,2.0,1.0,7.72816027,12.0,5.53e-06,0.0,0.00015823
1228,IKO,1,1.0,,6.73041564,14.0,2.515e-05,0.0,0.00012049
1229,IKT,13,13.0,0.28205128,5.43803636,12.0,0.02331932,254.41916206,0.00036565
1230,ILE,3,3.0,1.0,5.58840267,13.0,0.01768806,0.0,0.00011262
1231,ILI,5,5.0,0.2,5.73071245,13.0,0.00139016,14456.0,0.00041827
1232,ILM,4,4.0,1.0,5.52121275,13.0,0.03167341,0.0,0.00011459
1233,ILO,3,3.0,0.66666667,5.71376747,11.0,0.00271156,1.0,0.00016305
1234,ILP,1,1.0,,6.26471645,12.0,0.00027917,0.0,8.378e-05
1235,ILY,1,1.0,,6.06421706,13.0,0.00300609,0.0,6.27e-05
1236,IMF,5,5.0,0.4,5.91415565,12.0,0.00115411,3.0,0.00025009
1237,IMP,4,4.0,0.66666667,6.82042853,14.0,0.00041708,68.88887636,0.00020087
1238,IMT,1,1.0,,5.48994206,13.0,0.01223187,0.0,6.022e-05
1239,INC,4,4.0,0.66666667,5.62301183,12.0,0.00776844,341.54321659,0.00013538
1240,IND,40,40.0,0.72307692,4.9397462,12.0,0.24192234,321.03933258,0.000804
1241,ING,3,3.0,0.33333333,6.58870968,14.0,6.274e-05,1199.95238095,0.00021922
1242,INL,2,2.0,0.0,6.6306363,14.0,0.00024508,1.66666667,0.00015967
1243,INN,6,6.0,0.86666667,5.27787912,12.0,0.07323351,15.5640542,0.00015155
1244,INU,4,4.0,0.33333333,5.86469133,11.0,0.00147515,625.77061569,0.00022377
1245,INV,5,5.0,0.5,5.17925548,12.0,0.02328867,7649.61214877,0.0001769
1246,INZ,4,4.0,1.0,6.23107551,13.0,0.00394552,0.0,0.00015523
1247,IOA,3,3.0,1.0,5.43541356,12.0,0.01340864,0.0,0.00010296
1248,IOM,12,12.0,0.57575758,5.1181237,12.0,0.04982753,178.00027094,0.00027381
1249,IOP,3,3.0,0.33333333,7.72682733,12.0,2.69e-06,5392.53690476,0.00026888
1250,IOS,3,3.0,1.0,5.76395413,13.0,0.00529406,0.0,0.00013186
1251,IPA,4,4.0,0.66666667,6.85323331,12.0,9.199e-05,1806.5,0.00026195
1252,IPC,2,2.0,0.0,5.83361802,13.0,0.00200831,672.78860016,0.00011683
1253,IPH,2,2.0,1.0,5.72601621,12.0,0.0047043,0.0,0.00010158
1254,IPI,2,2.0,0.0,6.86550968,14.0,0.00024726,116.1236322,0.000147
1255,IPL,1,1.0,,5.20172255,12.0,0.00907583,0.0,6.285e-05
1256,IPN,2,2.0,1.0,5.77230278,13.0,0.00482795,0.0,0.00010269
1257,IPT,2,2.0,1.0,5.84110459,13.0,0.01501232,0.0,7.983e-05
1258,IQM,1,1.0,,7.72663167,14.0,1.107e-05,0.0,0.00012267
1259,IQQ,5,5.0,0.4,6.64674152,14.0,0.00230529,340.17537621,0.00023963
1260,IQT,4,4.0,0.5,5.96344177,13.0,0.00222291,1.5,0.0002211
1261,IRA,4,4.0,0.33333333,7.16971145,11.0,2.165e-05,3616.5,0.0003694
1262,IRC,2,2.0,0.0,6.74771526,14.0,0.0001287,1807.5,0.00017268
1263,IRG,2,2.0,1.0,6.14301369,11.0,0.00044863,0.0,0.00014572
1264,IRJ,3,3.0,1.0,5.57885677,13.0,0.00357497,0.0,0.00015142
1265,IRK,1,1.0,,5.96118189,13.0,0.00467871,0.0,6.138e-05
1266,ISA,6,6.0,0.33333333,6.18416106,11.0,0.00141862,15898.65412254,0.00036863
1267,ISB,33,33.0,0.33522727,5.03017096,11.0,0.16060105,32290.0117049,0.00094535
1268,ISE,2,2.0,1.0,5.69009704,13.0,0.00968463,0.0,0.00010758
1269,ISG,10,10.0,0.35555556,5.32562374,12.0,0.01589086,9236.47484398,0.00039411
1270,ISN,1,1.0,,6.8179017,14.0,0.00010833,0.0,0.00010933
1271,ISP,16,16.0,0.76666667,5.42265763,13.0,0.08989838,240.57789034,0.00032948
1272,IST,116,116.0,0.20134933,4.69018343,12.0,0.53556684,97815.9398907,0.00278395
1273,ITB,4,4.0,0.16666667,7.83410729,15.0,1.723e-05,3833.37622582,0.00032162
1274,ITH,6,6.0,0.86666667,5.56964905,13.0,0.04678633,28.12303764,0.00015797
1275,ITK,2,2.0,0.0,7.72792806,12.0,5.37e-06,4.33333333,0.00017576
1276,ITO,3,3.0,1.0,5.58565076,12.0,0.00400397,0.0,0.0001223
1277,IUE,2,2.0,1.0,5.86475656,12.0,0.00112958,0.0,0.00012134
1278,IVA,2,2.0,0.0,7.10551467,13.0,3.358e-05,0.53333333,0.00013284
1279,IVC,2,2.0,1.0,6.22569785,12.0,0.00037962,0.0,0.00012521
1280,IVL,1,1.0,,5.79119149,13.0,0.00554799,0.0,6.609e-05
1281,IVR,3,3.0,1.0,6.88466887,12.0,7.169e-05,0.0,0.00018133
1282,IVW,2,2.0,0.0,6.94615263,13.0,1.976e-05,4946.96564745,0.00018916
1283,IWD,1,1.0,,5.63055533,13.0,0.00689149,0.0,6.428e-05
1284,IWJ,2,2.0,1.0,5.31473376,12.0,0.01120296,0.0,9.02e-05
1285,IXA,2,2.0,1.0,5.9143388,12.0,0.00109904,0.0,0.00010838
1286,IXB,3,3.0,1.0,5.68727488,12.0,0.0051256,0.0,0.00013141
1287,IXC,3,3.0,0.66666667,5.68251441,12.0,0.00429799,0.5,0.00013157
1288,IXE,2,2.0,1.0,5.67548907,12.0,0.00436701,0.0,9.038e-05
1289,IXJ,3,3.0,1.0,5.68791823,12.0,0.00417625,0.0,0.00014442
1290,IXL,4,4.0,0.66666667,5.68789657,12.0,0.00425125,1.0,0.00018361
1291,IXM,2,2.0,1.0,5.69275976,12.0,0.00562095,0.0,8.852e-05
1292,IXR,1,1.0,,6.68400678,13.0,9.458e-05,0.0,8.012e-05
1293,IXS,2,2.0,1.0,5.91521369,12.0,0.00102746,0.0,0.00011326
1294,IXU,1,1.0,,5.69220569,12.0,0.00387013,0.0,6.615e-05
1295,IXZ,2,2.0,1.0,5.94748706,12.0,0.00275778,0.0,9.312e-05
1296,IYK,1,1.0,,5.20172255,12.0,0.00907583,0.0,6.285e-05
1297,IZM,18,18.0,0.66666667,5.24251705,12.0,0.15054649,332.59272106,0.00037351
1298,IZO,5,5.0,0.6,5.32176771,12.0,0.01449753,41.04233969,0.00017745
1299,IZT,1,1.0,,5.81540274,13.0,0.00461702,0.0,6.537e-05
1300,JAC,2,2.0,1.0,5.83447953,13.0,0.01014112,0.0,8.973e-05
1301,JAG,3,3.0,1.0,6.08374524,12.0,0.00236728,0.0,0.00014523
1302,JAI,6,6.0,0.53333333,5.72595206,12.0,0.00926527,2614.30286643,0.00024716
1303,JAL,1,1.0,,5.81540274,13.0,0.00461702,0.0,6.537e-05
1304,JAN,17,17.0,0.72058824,5.49985306,13.0,0.09144984,79.71623121,0.00036959
1305,JAQ,4,4.0,0.5,7.72776738,12.0,5.75e-06,2428.42380952,0.00028182
1306,JAT,3,3.0,0.66666667,6.5959149,13.0,5.072e-05,4.41666667,0.00024676
1307,JAU,2,2.0,1.0,5.96365178,13.0,0.00214526,0.0,0.00012617
1308,JAV,7,7.0,0.23809524,6.36795188,13.0,0.00016943,16257.63333333,0.00051731
1309,JAX,26,26.0,0.80923077,5.68797871,13.0,0.16812454,637.40336253,0.00053116
1310,JBR,1,1.0,,6.59863082,14.0,0.00015712,0.0,0.00010618
1311,JCH,2,2.0,1.0,7.36756287,14.0,3.12e-06,0.0,0.00017152
1312,JCK,2,2.0,0.0,7.17470449,12.0,1.751e-05,1468.92710676,0.00017459
1313,JCR,1,1.0,,8.83410111,16.0,3.1e-07,0.0,0.0001098
1314,JCU,1,1.0,,6.29806558,13.0,0.00548673,0.0,5.831e-05
1315,JDF,1,1.0,,5.77397527,13.0,0.00467687,0.0,6.954e-05
1316,JDH,2,2.0,1.0,6.7293359,13.0,0.00023633,0.0,0.0001257
1317,JDO,4,4.0,0.5,6.11092854,13.0,0.00113649,52.94361657,0.00017981
1318,JDZ,3,3.0,1.0,5.63974439,12.0,0.01032328,0.0,0.00010318
1319,JED,82,82.0,0.19301415,4.59922356,11.0,0.27243444,84736.08680769,0.00204826
1320,JEE,1,1.0,,6.5045281,14.0,0.00064759,0.0,7.014e-05
1321,JEG,4,4.0,0.5,6.36746966,13.0,0.00017232,1809.7,0.00028305
1322,JEJ,2,2.0,1.0,6.59593465,13.0,4.983e-05,0.0,0.00017163
1323,JER,19,19.0,0.29824561,5.20540859,12.0,0.0837666,2479.03685537,0.00045641
1324,JFR,1,1.0,,7.38831428,14.0,2.92e-06,0.0,0.00012992
1325,JGA,2,2.0,1.0,5.69218322,12.0,0.00394012,0.0,0.00011504
1326,JGN,2,2.0,1.0,6.61967661,13.0,0.00033902,0.0,9.347e-05
1327,JGO,3,3.0,0.66666667,7.36832092,14.0,6.13e-06,0.83333333,0.00023732
1328,JGR,2,2.0,0.0,6.38838686,13.0,0.00016447,3616.0,0.00020815
1329,JHB,7,7.0,0.23809524,5.75270777,12.0,0.006497,189.21920945,0.00026268
1330,JHG,4,4.0,0.5,5.76924175,12.0,0.00669567,797.28033983,0.00017622
1331,JHM,3,3.0,1.0,5.58565076,12.0,0.00400397,0.0,0.0001223
1332,JHS,4,4.0,0.66666667,6.36786983,13.0,0.00017819,5.4,0.00027199
1333,JHW,1,1.0,,5.81740776,13.0,0.00708965,0.0,6.191e-05
1334,JIA,4,4.0,0.33333333,6.77020797,14.0,9.802e-05,7230.0,0.00030865
1335,JIB,14,14.0,0.2967033,5.76635105,12.0,0.0243392,14766.41910648,0.00049367
1336,JIJ,3,3.0,1.0,7.2771386,14.0,3.912e-05,0.0,0.00020323
1337,JIK,1,1.0,,5.42203555,12.0,0.0076845,0.0,6.473e-05
1338,JIL,1,1.0,,5.74726762,12.0,0.00331994,0.0,6.155e-05
1339,JIM,6,6.0,0.26666667,6.27910219,13.0,0.00175284,16258.23333333,0.00039263
1340,JIW,4,4.0,1.0,6.08207835,12.0,0.00245217,0.0,0.00015345
1341,JJN,7,7.0,0.47619048,5.71914862,12.0,0.00633962,136.90339916,0.00017955
1342,JJU,4,4.0,0.66666667,6.38835057,13.0,0.00017345,1.0,0.00029192
1343,JKG,4,4.0,0.83333333,5.39535698,12.0,0.02105905,0.31490683,0.00012725
1344,JKH,3,3.0,1.0,5.4274501,12.0,0.01177361,0.0,0.00011621
1345,JKR,1,1.0,,6.48434021,12.0,0.00118458,0.0,7.192e-05
1346,JKT,38,38.0,0.17354196,5.25250372,11.0,0.06076021,67979.1483355,0.00137097
1347,JLN,4,4.0,0.66666667,5.55394966,13.0,0.02129275,16.85719229,0.00013146
1348,JMK,1,1.0,,5.42203555,12.0,0.0076845,0.0,6.473e-05
1349,JMO,1,1.0,,7.48429215,13.0,2.105e-05,0.0,0.0001193
1350,JMS,2,2.0,0.0,5.63050175,13.0,0.00689366,3616.0,0.0001558
1351,JMU,1,1.0,,5.66635745,12.0,0.00564714,0.0,6.165e-05
1352,JNB,84,84.0,0.12679289,4.65987636,11.0,0.28131901,251772.22912514,0.00281382
1353,JNN,3,3.0,1.0,6.3882639,13.0,0.00017052,0.0,0.0002229
1354,JNS,2,2.0,1.0,6.38817723,13.0,0.00016749,0.0,0.00015975
1355,JNU,18,18.0,0.03921569,5.74858377,13.0,0.00730564,50158.56052011,0.00140877
1356,JNX,2,2.0,0.0,5.42198418,12.0,0.00768693,3616.0,0.00015651
1357,JNZ,1,1.0,,5.74726762,12.0,0.00331994,0.0,6.155e-05
1358,JOE,2,2.0,1.0,5.79116609,13.0,0.00564832,0.0,0.00011493
1359,JOG,4,4.0,0.83333333,6.17689759,12.0,0.00216644,5.76190476,0.00017526
1360,JOI,5,5.0,0.8,5.77439185,13.0,0.00523685,2.58333333,0.00021914
1361,JON,2,2.0,1.0,5.59747893,12.0,0.00273017,0.0,0.00013393
1362,JOS,3,3.0,0.33333333,6.19418087,13.0,0.0033525,3616.0,0.0001815
1363,JPA,4,4.0,0.66666667,6.84033029,14.0,0.00094238,5.543647,0.00016364
1364,JPR,1,1.0,,7.77022846,15.0,1.71e-06,0.0,0.00012212
1365,JQA,3,3.0,0.66666667,7.36780693,14.0,3.12e-06,0.5,0.00025411
1366,JQE,2,2.0,1.0,5.92126923,13.0,0.00193477,0.0,0.00012493
1367,JRH,3,3.0,0.66666667,5.91508537,12.0,0.001046,0.5,0.00016037
1368,JRN,2,2.0,1.0,7.7701465,15.0,1.77e-06,0.0,0.00018617
1369,JRO,11,11.0,0.47272727,5.13125456,12.0,0.02647139,6755.72016797,0.00040077
1370,JRS,3,3.0,1.0,5.64184294,13.0,0.00771909,0.0,0.00012337
1371,JSA,1,1.0,,6.68935189,13.0,7.176e-05,0.0,9.069e-05
1372,JSH,1,1.0,,5.42203555,12.0,0.0076845,0.0,6.473e-05
1373,JSR,1,1.0,,5.82609759,12.0,0.00243033,0.0,6.606e-05
1374,JST,2,2.0,1.0,5.81725467,13.0,0.00722241,0.0,0.00010297
1375,JSU,3,3.0,1.0,6.36819978,13.0,0.00017518,0.0,0.00021011
1376,JSY,1,1.0,,5.42203555,12.0,0.0076845,0.0,6.473e-05
1377,JTR,1,1.0,,5.42203555,12.0,0.0076845,0.0,6.473e-05
1378,JTY,1,1.0,,6.4219328,13.0,0.00013653,0.0,0.00010798
1379,JUA,2,2.0,1.0,6.77024895,14.0,9.796e-05,0.0,0.00015158
1380,JUB,1,1.0,,6.37982712,13.0,0.00139417,0.0,6.592e-05
1381,JUJ,2,2.0,1.0,5.58920649,13.0,0.00328959,0.0,0.00011301
1382,JUL,1,1.0,,6.96198212,14.0,3.935e-05,0.0,9.425e-05
1383,JUV,2,2.0,1.0,7.36768489,14.0,3.06e-06,0.0,0.00017627
1384,JUZ,3,3.0,1.0,5.62270253,12.0,0.00748336,0.0,0.00010085
1385,JVA,2,2.0,0.0,8.18755716,15.0,5.2e-07,3616.0,0.00021334
1386,JYV,2,2.0,1.0,5.66308082,13.0,0.01319848,0.0,9.091e-05
1387,KAA,2,2.0,0.0,6.65567987,13.0,9.435e-05,3616.0,0.00019996
1388,KAB,2,2.0,0.0,6.09328405,13.0,0.00106154,299.26933938,0.00012901
1389,KAC,1,1.0,,6.409562,13.0,0.00464569,0.0,6.019e-05
1390,KAD,1,1.0,,7.19415712,14.0,5.955e-05,0.0,9.289e-05
1391,KAE,2,2.0,1.0,6.74855827,14.0,0.00013214,0.0,0.00018307
1392,KAG,2,2.0,1.0,5.40234655,12.0,0.00588988,0.0,9.073e-05
1393,KAJ,1,1.0,,5.79119149,13.0,0.00554799,0.0,6.609e-05
1394,KAL,6,6.0,0.6,6.78276379,14.0,0.00018889,167.30117389,0.00033609
1395,KAN,11,11.0,0.45454545,5.15950023,12.0,0.04257656,621.65067986,0.00029322
1396,KAO,1,1.0,,5.79119149,13.0,0.00554799,0.0,6.609e-05
1397,KAT,1,1.0,,5.86555006,12.0,0.00102304,0.0,7.607e-05
1398,KAW,3,3.0,1.0,6.33121547,12.0,0.00049557,0.0,0.00016936
1399,KAX,2,2.0,0.0,6.95870217,13.0,1.474e-05,7230.0,0.0002072
1400,KBC,2,2.0,1.0,6.74773058,14.0,0.00013103,0.0,0.00014693
1401,KBM,2,2.0,0.0,9.72423902,14.0,0.0,14452.0,0.00025979
1402,KBR,1,1.0,,5.72804252,12.0,0.00450302,0.0,6.696e-05
1403,KBT,2,2.0,1.0,6.59604938,13.0,4.981e-05,0.0,0.00018586
1404,KBV,3,3.0,1.0,5.78304084,11.0,0.0107684,0.0,0.00012481
1405,KCA,1,1.0,,7.72663167,14.0,1.107e-05,0.0,0.00012267
1406,KCC,2,2.0,1.0,6.71442816,14.0,0.00010749,0.0,0.00019354
1407,KCF,1,1.0,,6.08427201,12.0,0.00222939,0.0,6.555e-05
1408,KCH,12,12.0,0.39393939,5.73079891,11.0,0.01390541,6481.66986921,0.00046507
1409,KCL,2,2.0,0.0,6.72957652,14.0,2.56e-05,1807.5,0.0001962
1410,KCM,1,1.0,,6.28154956,13.0,0.00306243,0.0,6.923e-05
1411,KCZ,6,6.0,0.93333333,5.32255339,12.0,0.01590206,0.04255319,0.00018873
1412,KDD,1,1.0,,7.08374673,13.0,4.206e-05,0.0,8.826e-05
1413,KDI,2,2.0,1.0,6.75319687,12.0,0.00012688,0.0,0.00012874
1414,KDL,1,1.0,,6.27992259,13.0,0.00195016,0.0,6.255e-05
1415,KDM,2,2.0,1.0,6.24611379,12.0,0.00199176,0.0,0.00011576
1416,KDO,1,1.0,,6.24612674,12.0,0.00195638,0.0,6.656e-05
1417,KDR,4,4.0,0.33333333,7.72595681,12.0,2.9e-06,1808.83333333,0.00029514
1418,KDU,1,1.0,,6.03013553,12.0,0.00285256,0.0,6.581e-05
1419,KDV,2,2.0,1.0,5.98026345,12.0,0.00053173,0.0,0.0001509
1420,KEB,2,2.0,0.0,7.73081157,15.0,8.8e-07,0.5,0.00021939
1421,KEH,1,1.0,,5.72080241,13.0,0.00569753,0.0,6.649e-05
1422,KEJ,2,2.0,1.0,5.413929,12.0,0.01072855,0.0,9.016e-05
1423,KEK,2,2.0,0.0,6.72841806,14.0,2.522e-05,1807.5,0.00020509
1424,KEL,3,3.0,1.0,5.29182301,12.0,0.03108675,0.0,9.202e-05
1425,KEM,3,3.0,1.0,5.78709257,13.0,0.00591491,0.0,0.00013318
1426,KEP,1,1.0,,6.48434021,12.0,0.00118458,0.0,7.192e-05
1427,KER,3,3.0,0.66666667,6.12184538,13.0,0.00466628,0.60555556,0.00012652
1428,KET,4,4.0,0.66666667,6.33080609,12.0,0.0004968,1801.38030879,0.0002219
1429,KEW,2,2.0,1.0,7.6299824,15.0,2.968e-05,0.0,0.00015687
1430,KEX,3,3.0,0.33333333,8.72748327,13.0,1e-07,14.53571429,0.00026964
1431,KFG,2,2.0,0.0,8.73744913,14.0,1.7e-07,0.5,0.00021076
1432,KFP,1,1.0,,6.73018462,14.0,2.605e-05,0.0,0.00011362
1433,KGA,2,2.0,1.0,6.19538641,13.0,0.00060556,0.0,0.00011615
1434,KGB,2,2.0,0.0,8.72439747,13.0,5e-08,18060.0,0.00023748
1435,KGC,1,1.0,,6.62086056,12.0,0.00034509,0.0,8.546e-05
1436,KGD,4,4.0,0.83333333,5.4565932,12.0,0.0249589,15.68210231,0.00012672
1437,KGE,2,2.0,1.0,7.1696291,11.0,2.128e-05,0.0,0.00017566
1438,KGF,6,6.0,0.73333333,5.26726736,12.0,0.03678379,19.93834021,0.00016911
1439,KGI,2,2.0,1.0,5.95081715,12.0,0.00113057,0.0,0.00012532
1440,KGJ,1,1.0,,7.6476678,14.0,3.55e-06,0.0,0.000107
1441,KGK,2,2.0,0.0,6.72841806,14.0,2.522e-05,1807.5,0.00020509
1442,KGL,8,8.0,0.46428571,5.2367721,12.0,0.02050856,7364.83330638,0.00033296
1443,KGP,2,2.0,1.0,5.40519112,12.0,0.01102269,0.0,8.749e-05
1444,KGS,3,3.0,0.66666667,5.38088767,12.0,0.02205602,0.80218231,0.00010088
1445,KGX,2,2.0,0.0,7.72599308,15.0,4.6e-07,1.0,0.00021838
1446,KHD,1,1.0,,6.1231271,13.0,0.00440033,0.0,6.751e-05
1447,KHE,1,1.0,,5.40842025,12.0,0.01034316,0.0,6.481e-05
1448,KHG,1,1.0,,6.72669875,13.0,0.00062261,0.0,6.937e-05
1449,KHH,20,20.0,0.29473684,5.23368929,11.0,0.0348389,11401.97072927,0.0006997
1450,KHI,47,47.0,0.24514339,5.08429021,11.0,0.1255163,48615.12253898,0.00133207
1451,KHM,1,1.0,,7.32106694,13.0,1.562e-05,0.0,8.872e-05
1452,KHN,20,20.0,0.74210526,5.65027649,12.0,0.02379823,164.51399928,0.00042022
1453,KHS,1,1.0,,6.71755295,12.0,0.00129435,0.0,6.479e-05
1454,KHV,16,16.0,0.325,5.43989803,12.0,0.03264568,4456.21961329,0.00046162
1455,KIB,2,2.0,0.0,6.72957652,14.0,2.56e-05,1807.5,0.0001962
1456,KID,5,5.0,0.4,5.14771027,12.0,0.02895408,385.39106186,0.00016821
1457,KIF,2,2.0,0.0,7.62981102,15.0,2.918e-05,1004.56212602,0.00015751
1458,KIH,4,4.0,1.0,6.1383273,13.0,0.00540915,0.0,0.00014784
1459,KIJ,12,12.0,0.54545455,5.29914258,12.0,0.02254066,395.15040271,0.0003303
1460,KIM,2,2.0,1.0,5.69868926,12.0,0.0060385,0.0,0.00010151
1461,KIN,16,16.0,0.425,4.91682034,12.0,0.07742718,1822.89515331,0.00040747
1462,KIO,2,2.0,1.0,6.59604938,13.0,4.981e-05,0.0,0.00018586
1463,KIQ,3,3.0,0.33333333,8.72718982,13.0,1e-07,29.6,0.00027011
1464,KIR,2,2.0,1.0,5.17668496,12.0,0.02343742,0.0,7.96e-05
1465,KIS,2,2.0,1.0,6.15035065,13.0,0.00319412,0.0,0.00010416
